model,sample_index,number_of_atoms,dft_negative_mode_count,predicted_negative_mode_count,exact_negative_mode_count_match,dft_stationary_point_class,predicted_stationary_point_class,three_class_match
HIP,29,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,30,14,0,0,True,Minimum,Minimum,True
HIP,31,14,0,0,True,Minimum,Minimum,True
HIP,32,13,1,1,True,Transition state,Transition state,True
HIP,33,16,0,0,True,Minimum,Minimum,True
HIP,34,14,0,0,True,Minimum,Minimum,True
HIP,35,14,1,1,True,Transition state,Transition state,True
HIP,36,15,1,1,True,Transition state,Transition state,True
HIP,37,11,2,3,False,Higher-order saddle point,Higher-order saddle point,True
HIP,38,16,0,0,True,Minimum,Minimum,True
HIP,39,11,1,1,True,Transition state,Transition state,True
HIP,40,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,41,10,1,1,True,Transition state,Transition state,True
HIP,42,13,1,1,True,Transition state,Transition state,True
HIP,43,10,0,0,True,Minimum,Minimum,True
HIP,44,15,1,1,True,Transition state,Transition state,True
HIP,45,19,1,1,True,Transition state,Transition state,True
HIP,46,12,1,1,True,Transition state,Transition state,True
HIP,47,12,0,0,True,Minimum,Minimum,True
HIP,48,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,49,14,1,1,True,Transition state,Transition state,True
HIP,50,17,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,51,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,52,11,0,1,False,Minimum,Transition state,False
HIP,53,19,0,0,True,Minimum,Minimum,True
HIP,54,19,0,1,False,Minimum,Transition state,False
HIP,55,17,1,1,True,Transition state,Transition state,True
HIP,56,17,1,1,True,Transition state,Transition state,True
HIP,57,16,0,0,True,Minimum,Minimum,True
HIP,58,17,0,0,True,Minimum,Minimum,True
HIP,59,15,1,1,True,Transition state,Transition state,True
HIP,60,14,2,1,False,Higher-order saddle point,Transition state,False
HIP,61,15,0,0,True,Minimum,Minimum,True
HIP,62,8,1,1,True,Transition state,Transition state,True
HIP,63,19,1,2,False,Transition state,Higher-order saddle point,False
HIP,64,17,0,0,True,Minimum,Minimum,True
HIP,65,13,1,1,True,Transition state,Transition state,True
HIP,66,16,3,2,False,Higher-order saddle point,Higher-order saddle point,True
HIP,67,16,0,1,False,Minimum,Transition state,False
HIP,68,14,1,1,True,Transition state,Transition state,True
HIP,69,15,0,0,True,Minimum,Minimum,True
HIP,70,14,0,0,True,Minimum,Minimum,True
HIP,71,14,1,1,True,Transition state,Transition state,True
HIP,72,14,0,0,True,Minimum,Minimum,True
HIP,73,12,0,0,True,Minimum,Minimum,True
HIP,74,16,1,1,True,Transition state,Transition state,True
HIP,75,13,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,76,16,1,1,True,Transition state,Transition state,True
HIP,77,9,0,0,True,Minimum,Minimum,True
HIP,78,11,1,1,True,Transition state,Transition state,True
HIP,79,16,1,1,True,Transition state,Transition state,True
HIP,80,12,0,0,True,Minimum,Minimum,True
HIP,81,12,0,0,True,Minimum,Minimum,True
HIP,82,16,1,1,True,Transition state,Transition state,True
HIP,83,17,1,1,True,Transition state,Transition state,True
HIP,84,13,0,0,True,Minimum,Minimum,True
HIP,85,14,0,0,True,Minimum,Minimum,True
HIP,86,12,0,0,True,Minimum,Minimum,True
HIP,87,17,0,1,False,Minimum,Transition state,False
HIP,88,13,1,1,True,Transition state,Transition state,True
HIP,89,10,1,1,True,Transition state,Transition state,True
HIP,90,17,4,4,True,Higher-order saddle point,Higher-order saddle point,True
HIP,91,14,0,0,True,Minimum,Minimum,True
HIP,92,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,93,14,0,0,True,Minimum,Minimum,True
HIP,94,15,1,1,True,Transition state,Transition state,True
HIP,95,13,1,1,True,Transition state,Transition state,True
HIP,96,16,0,0,True,Minimum,Minimum,True
HIP,97,10,1,1,True,Transition state,Transition state,True
HIP,98,17,1,1,True,Transition state,Transition state,True
HIP,99,9,0,0,True,Minimum,Minimum,True
HIP,100,10,1,1,True,Transition state,Transition state,True
HIP,101,12,1,1,True,Transition state,Transition state,True
HIP,102,15,0,0,True,Minimum,Minimum,True
HIP,103,16,0,0,True,Minimum,Minimum,True
HIP,104,9,1,1,True,Transition state,Transition state,True
HIP,105,10,1,1,True,Transition state,Transition state,True
HIP,106,11,0,0,True,Minimum,Minimum,True
HIP,107,10,1,1,True,Transition state,Transition state,True
HIP,108,13,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,109,17,0,0,True,Minimum,Minimum,True
HIP,110,7,0,0,True,Minimum,Minimum,True
HIP,111,15,1,1,True,Transition state,Transition state,True
HIP,112,13,1,1,True,Transition state,Transition state,True
HIP,113,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,114,11,0,1,False,Minimum,Transition state,False
HIP,115,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,116,13,0,0,True,Minimum,Minimum,True
HIP,117,12,0,1,False,Minimum,Transition state,False
HIP,118,14,1,1,True,Transition state,Transition state,True
HIP,119,12,0,1,False,Minimum,Transition state,False
HIP,120,14,0,0,True,Minimum,Minimum,True
HIP,121,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,122,16,0,1,False,Minimum,Transition state,False
HIP,123,11,0,0,True,Minimum,Minimum,True
HIP,124,15,0,0,True,Minimum,Minimum,True
HIP,125,13,0,0,True,Minimum,Minimum,True
HIP,126,10,1,1,True,Transition state,Transition state,True
HIP,127,15,1,1,True,Transition state,Transition state,True
HIP,128,10,0,0,True,Minimum,Minimum,True
HIP,129,18,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,130,13,1,1,True,Transition state,Transition state,True
HIP,131,9,0,0,True,Minimum,Minimum,True
HIP,132,16,0,0,True,Minimum,Minimum,True
HIP,133,13,0,0,True,Minimum,Minimum,True
HIP,134,12,0,0,True,Minimum,Minimum,True
HIP,135,18,1,1,True,Transition state,Transition state,True
HIP,136,16,1,1,True,Transition state,Transition state,True
HIP,137,9,0,0,True,Minimum,Minimum,True
HIP,138,15,0,0,True,Minimum,Minimum,True
HIP,139,15,1,1,True,Transition state,Transition state,True
HIP,140,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,141,12,1,1,True,Transition state,Transition state,True
HIP,142,12,1,1,True,Transition state,Transition state,True
HIP,143,13,1,1,True,Transition state,Transition state,True
HIP,144,21,1,3,False,Transition state,Higher-order saddle point,False
HIP,145,15,1,1,True,Transition state,Transition state,True
HIP,146,11,1,2,False,Transition state,Higher-order saddle point,False
HIP,147,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,148,12,1,1,True,Transition state,Transition state,True
HIP,149,14,1,1,True,Transition state,Transition state,True
HIP,150,14,1,1,True,Transition state,Transition state,True
HIP,151,19,1,1,True,Transition state,Transition state,True
HIP,152,12,0,0,True,Minimum,Minimum,True
HIP,153,12,1,1,True,Transition state,Transition state,True
HIP,154,16,1,1,True,Transition state,Transition state,True
HIP,155,9,1,1,True,Transition state,Transition state,True
HIP,156,16,0,0,True,Minimum,Minimum,True
HIP,157,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,158,13,1,1,True,Transition state,Transition state,True
HIP,159,12,1,1,True,Transition state,Transition state,True
HIP,160,13,1,1,True,Transition state,Transition state,True
HIP,161,13,1,1,True,Transition state,Transition state,True
HIP,162,16,1,1,True,Transition state,Transition state,True
HIP,163,14,1,1,True,Transition state,Transition state,True
HIP,164,13,0,0,True,Minimum,Minimum,True
HIP,165,14,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,166,11,1,0,False,Transition state,Minimum,False
HIP,167,17,0,1,False,Minimum,Transition state,False
HIP,168,9,2,1,False,Higher-order saddle point,Transition state,False
HIP,169,13,2,1,False,Higher-order saddle point,Transition state,False
HIP,170,11,1,1,True,Transition state,Transition state,True
HIP,171,11,1,1,True,Transition state,Transition state,True
HIP,172,13,0,0,True,Minimum,Minimum,True
HIP,173,13,1,1,True,Transition state,Transition state,True
HIP,174,12,1,1,True,Transition state,Transition state,True
HIP,175,15,1,1,True,Transition state,Transition state,True
HIP,176,16,1,1,True,Transition state,Transition state,True
HIP,177,17,3,4,False,Higher-order saddle point,Higher-order saddle point,True
HIP,178,8,1,1,True,Transition state,Transition state,True
HIP,179,12,1,1,True,Transition state,Transition state,True
HIP,180,11,1,1,True,Transition state,Transition state,True
HIP,181,14,0,0,True,Minimum,Minimum,True
HIP,182,9,0,0,True,Minimum,Minimum,True
HIP,183,11,1,2,False,Transition state,Higher-order saddle point,False
HIP,184,14,1,1,True,Transition state,Transition state,True
HIP,185,18,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,186,6,0,0,True,Minimum,Minimum,True
HIP,187,19,1,1,True,Transition state,Transition state,True
HIP,188,12,1,1,True,Transition state,Transition state,True
HIP,189,11,0,0,True,Minimum,Minimum,True
HIP,190,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,191,14,0,0,True,Minimum,Minimum,True
HIP,192,11,0,0,True,Minimum,Minimum,True
HIP,193,15,0,0,True,Minimum,Minimum,True
HIP,194,16,0,0,True,Minimum,Minimum,True
HIP,195,16,3,2,False,Higher-order saddle point,Higher-order saddle point,True
HIP,196,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,197,19,0,0,True,Minimum,Minimum,True
HIP,198,11,1,1,True,Transition state,Transition state,True
HIP,199,12,1,1,True,Transition state,Transition state,True
HIP,200,17,1,1,True,Transition state,Transition state,True
HIP,201,17,0,0,True,Minimum,Minimum,True
HIP,202,5,0,0,True,Minimum,Minimum,True
HIP,203,17,1,1,True,Transition state,Transition state,True
HIP,204,10,0,0,True,Minimum,Minimum,True
HIP,205,15,1,1,True,Transition state,Transition state,True
HIP,206,16,1,1,True,Transition state,Transition state,True
HIP,207,10,0,0,True,Minimum,Minimum,True
HIP,208,10,0,0,True,Minimum,Minimum,True
HIP,209,14,2,1,False,Higher-order saddle point,Transition state,False
HIP,210,14,1,1,True,Transition state,Transition state,True
HIP,211,15,0,1,False,Minimum,Transition state,False
HIP,212,13,1,1,True,Transition state,Transition state,True
HIP,213,15,0,0,True,Minimum,Minimum,True
HIP,214,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,215,10,1,1,True,Transition state,Transition state,True
HIP,216,10,0,0,True,Minimum,Minimum,True
HIP,217,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,218,15,1,0,False,Transition state,Minimum,False
HIP,219,12,1,1,True,Transition state,Transition state,True
HIP,220,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,221,16,2,4,False,Higher-order saddle point,Higher-order saddle point,True
HIP,222,16,0,0,True,Minimum,Minimum,True
HIP,223,12,0,0,True,Minimum,Minimum,True
HIP,224,14,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,225,19,0,0,True,Minimum,Minimum,True
HIP,226,11,0,0,True,Minimum,Minimum,True
HIP,227,12,2,1,False,Higher-order saddle point,Transition state,False
HIP,228,8,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,229,14,0,1,False,Minimum,Transition state,False
HIP,230,16,1,1,True,Transition state,Transition state,True
HIP,231,11,0,0,True,Minimum,Minimum,True
HIP,232,13,0,0,True,Minimum,Minimum,True
HIP,233,17,0,0,True,Minimum,Minimum,True
HIP,234,16,1,1,True,Transition state,Transition state,True
HIP,235,14,1,1,True,Transition state,Transition state,True
HIP,236,12,1,1,True,Transition state,Transition state,True
HIP,237,14,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,238,11,1,1,True,Transition state,Transition state,True
HIP,239,14,4,3,False,Higher-order saddle point,Higher-order saddle point,True
HIP,240,11,1,1,True,Transition state,Transition state,True
HIP,241,8,0,0,True,Minimum,Minimum,True
HIP,242,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,243,11,1,1,True,Transition state,Transition state,True
HIP,244,12,1,1,True,Transition state,Transition state,True
HIP,245,11,1,1,True,Transition state,Transition state,True
HIP,246,12,0,0,True,Minimum,Minimum,True
HIP,247,16,0,0,True,Minimum,Minimum,True
HIP,248,16,0,0,True,Minimum,Minimum,True
HIP,249,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,250,17,0,0,True,Minimum,Minimum,True
HIP,251,14,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,252,11,1,1,True,Transition state,Transition state,True
HIP,253,19,0,0,True,Minimum,Minimum,True
HIP,254,16,0,1,False,Minimum,Transition state,False
HIP,255,12,1,1,True,Transition state,Transition state,True
HIP,256,15,0,0,True,Minimum,Minimum,True
HIP,257,14,0,0,True,Minimum,Minimum,True
HIP,258,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,259,12,1,1,True,Transition state,Transition state,True
HIP,260,15,1,1,True,Transition state,Transition state,True
HIP,261,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,262,19,0,1,False,Minimum,Transition state,False
HIP,263,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,264,12,0,0,True,Minimum,Minimum,True
HIP,265,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,266,15,0,0,True,Minimum,Minimum,True
HIP,267,14,1,1,True,Transition state,Transition state,True
HIP,268,12,0,0,True,Minimum,Minimum,True
HIP,269,14,1,1,True,Transition state,Transition state,True
HIP,270,12,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,271,18,0,0,True,Minimum,Minimum,True
HIP,272,9,1,1,True,Transition state,Transition state,True
HIP,273,8,1,0,False,Transition state,Minimum,False
HIP,274,18,0,0,True,Minimum,Minimum,True
HIP,275,10,1,1,True,Transition state,Transition state,True
HIP,276,14,1,1,True,Transition state,Transition state,True
HIP,277,13,0,0,True,Minimum,Minimum,True
HIP,278,17,0,0,True,Minimum,Minimum,True
HIP,279,16,2,4,False,Higher-order saddle point,Higher-order saddle point,True
HIP,280,18,1,0,False,Transition state,Minimum,False
HIP,281,14,1,1,True,Transition state,Transition state,True
HIP,282,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,283,15,2,3,False,Higher-order saddle point,Higher-order saddle point,True
HIP,284,12,1,1,True,Transition state,Transition state,True
HIP,285,17,1,3,False,Transition state,Higher-order saddle point,False
HIP,286,14,0,0,True,Minimum,Minimum,True
HIP,287,10,1,1,True,Transition state,Transition state,True
HIP,288,13,0,0,True,Minimum,Minimum,True
HIP,289,12,1,1,True,Transition state,Transition state,True
HIP,290,14,1,1,True,Transition state,Transition state,True
HIP,291,13,1,1,True,Transition state,Transition state,True
HIP,292,17,1,1,True,Transition state,Transition state,True
HIP,293,12,0,0,True,Minimum,Minimum,True
HIP,294,15,1,1,True,Transition state,Transition state,True
HIP,295,5,0,0,True,Minimum,Minimum,True
HIP,296,14,1,1,True,Transition state,Transition state,True
HIP,297,15,1,1,True,Transition state,Transition state,True
HIP,298,13,0,0,True,Minimum,Minimum,True
HIP,299,14,1,0,False,Transition state,Minimum,False
HIP,300,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,301,17,2,1,False,Higher-order saddle point,Transition state,False
HIP,302,12,1,1,True,Transition state,Transition state,True
HIP,303,11,1,1,True,Transition state,Transition state,True
HIP,304,18,1,1,True,Transition state,Transition state,True
HIP,305,14,0,0,True,Minimum,Minimum,True
HIP,306,16,4,4,True,Higher-order saddle point,Higher-order saddle point,True
HIP,307,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,308,18,1,2,False,Transition state,Higher-order saddle point,False
HIP,309,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,310,11,0,0,True,Minimum,Minimum,True
HIP,311,14,1,1,True,Transition state,Transition state,True
HIP,312,9,0,0,True,Minimum,Minimum,True
HIP,313,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,314,13,1,1,True,Transition state,Transition state,True
HIP,315,14,1,1,True,Transition state,Transition state,True
HIP,316,14,3,2,False,Higher-order saddle point,Higher-order saddle point,True
HIP,317,9,0,0,True,Minimum,Minimum,True
HIP,318,17,0,0,True,Minimum,Minimum,True
HIP,319,10,1,1,True,Transition state,Transition state,True
HIP,320,15,0,0,True,Minimum,Minimum,True
HIP,321,15,0,0,True,Minimum,Minimum,True
HIP,322,10,0,0,True,Minimum,Minimum,True
HIP,323,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,324,15,0,0,True,Minimum,Minimum,True
HIP,325,15,0,0,True,Minimum,Minimum,True
HIP,326,10,1,1,True,Transition state,Transition state,True
HIP,327,13,2,1,False,Higher-order saddle point,Transition state,False
HIP,328,14,1,1,True,Transition state,Transition state,True
HIP,329,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,330,19,0,0,True,Minimum,Minimum,True
HIP,331,15,1,1,True,Transition state,Transition state,True
HIP,332,16,1,1,True,Transition state,Transition state,True
HIP,333,16,1,1,True,Transition state,Transition state,True
HIP,334,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,335,11,0,0,True,Minimum,Minimum,True
HIP,336,12,1,1,True,Transition state,Transition state,True
HIP,337,12,0,0,True,Minimum,Minimum,True
HIP,338,15,1,1,True,Transition state,Transition state,True
HIP,339,13,0,0,True,Minimum,Minimum,True
HIP,340,15,3,2,False,Higher-order saddle point,Higher-order saddle point,True
HIP,341,13,1,1,True,Transition state,Transition state,True
HIP,342,10,0,0,True,Minimum,Minimum,True
HIP,343,12,0,0,True,Minimum,Minimum,True
HIP,344,11,0,0,True,Minimum,Minimum,True
HIP,345,15,1,1,True,Transition state,Transition state,True
HIP,346,16,2,3,False,Higher-order saddle point,Higher-order saddle point,True
